Source	Target	p	successes	observations	rate	expected	total source	total target	fraction source	fraction target
group_131	group_349	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_397	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_410	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_566	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_6	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_607	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_608	3.35559e-07	134	204	0.481546	98	96	38	0.470588	0.186275
group_131	group_82	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_85	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-C0SP84-YTLA_BACSU	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-O82898-YUBF_ECO57	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-P07620-PARA_ECOLX	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-P0A248-VIRB_SHISO	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-P15026-ISTB_PSEAI	3.35559e-07	134	204	0.481546	98	96	38	0.470588	0.186275
group_131	sp-P23832-SAMB_SALTM	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-P37415-YTL2_SALTY	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-Q45618-TRA6_GEOSE	3.35559e-07	134	204	0.481546	98	96	38	0.470588	0.186275
group_131	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	3.35559e-07	134	204	0.481546	98	96	38	0.470588	0.186275
group_131	sp-Q47688-YKFC_ECOLI	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-Q52563-STBA_PSEUB	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-Q9S4X1-YUBE_ECOLI	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	sp-Q9S4X2-YUBD_ECOLI	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_132	group_134	3.95912e-13	173	204	0.617166	126	155	56	0.759804	0.27451
group_132	group_178	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_188	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_191	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_198	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_208	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_226	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_234	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_132	group_24	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_241	1.21349e-18	189	204	0.668108	136	155	36	0.759804	0.176471
group_132	group_263	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_274	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_132	group_285	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_349	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_38	5.81115e-11	170	204	0.624808	127	155	53	0.759804	0.259804
group_132	group_397	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_410	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_447	1.21349e-18	189	204	0.668108	136	155	36	0.759804	0.176471
group_132	group_523	3.5277e-19	190	204	0.670656	137	155	35	0.759804	0.171569
group_132	group_549	1.21349e-18	189	204	0.668108	136	155	36	0.759804	0.176471
group_132	group_566	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_59	5.23512e-10	160	204	0.57896	118	155	71	0.759804	0.348039
group_132	group_6	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_607	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_608	1.24164e-22	193	204	0.663014	135	155	38	0.759804	0.186275
group_132	group_82	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	group_85	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-C0SP84-YTLA_BACSU	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-O82898-YUBF_ECO57	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_132	sp-P07620-PARA_ECOLX	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-P0A248-VIRB_SHISO	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-P15026-ISTB_PSEAI	1.24164e-22	193	204	0.663014	135	155	38	0.759804	0.186275
group_132	sp-P23832-SAMB_SALTM	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-P26926-CAF1M_YERPE	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_132	sp-P26948-CAF1_YERPE	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_132	sp-P26949-CAF1A_YERPE	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_132	sp-P26950-CAF1R_YERPE	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_132	sp-P37415-YTL2_SALTY	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-P59696-T200_SALTY	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_132	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	3.96874e-18	188	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-P76155-TFAQ_ECOLI	1.21349e-18	189	204	0.668108	136	155	36	0.759804	0.176471
group_132	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-Q1CC63-YUBL_YERPN	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_132	sp-Q1RK58-PLD_RICBR	4.0608e-18	189	204	0.673203	137	155	34	0.759804	0.166667
group_132	sp-Q45618-TRA6_GEOSE	1.24164e-22	193	204	0.663014	135	155	38	0.759804	0.186275
group_132	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	1.24164e-22	193	204	0.663014	135	155	38	0.759804	0.186275
group_132	sp-Q47688-YKFC_ECOLI	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-Q52563-STBA_PSEUB	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-Q9S4X1-YUBE_ECOLI	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-Q9S4X2-YUBD_ECOLI	1.96126e-21	192	204	0.665561	136	155	37	0.759804	0.181373
group_132	sp-Q9ZGR8-YUBM_ECO57	2.7724e-20	191	204	0.668108	136	155	36	0.759804	0.176471
group_133	group_134	7.65238e-14	175	204	0.621588	127	157	56	0.769608	0.27451
group_133	group_178	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_188	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_191	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_198	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_208	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_226	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_234	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_133	group_24	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_241	1.31748e-19	191	204	0.674452	138	157	36	0.769608	0.176471
group_133	group_263	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_274	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_133	group_285	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_349	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_38	1.45773e-11	172	204	0.629517	128	157	53	0.769608	0.259804
group_133	group_397	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_410	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_447	1.31748e-19	191	204	0.674452	138	157	36	0.769608	0.176471
group_133	group_500	8.56516e-07	176	204	0.719387	147	157	19	0.769608	0.0931373
group_133	group_523	3.51152e-20	192	204	0.677095	138	157	35	0.769608	0.171569
group_133	group_549	1.31748e-19	191	204	0.674452	138	157	36	0.769608	0.176471
group_133	group_566	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_59	5.76047e-09	158	204	0.58194	119	157	71	0.769608	0.348039
group_133	group_6	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_607	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_608	7.02367e-24	195	204	0.669166	137	157	38	0.769608	0.186275
group_133	group_82	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	group_85	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-C0SP84-YTLA_BACSU	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-O82898-YUBF_ECO57	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_133	sp-P07620-PARA_ECOLX	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-P0A248-VIRB_SHISO	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-P15026-ISTB_PSEAI	7.02367e-24	195	204	0.669166	137	157	38	0.769608	0.186275
group_133	sp-P23832-SAMB_SALTM	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-P26926-CAF1M_YERPE	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_133	sp-P26948-CAF1_YERPE	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_133	sp-P26949-CAF1A_YERPE	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_133	sp-P26950-CAF1R_YERPE	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_133	sp-P37415-YTL2_SALTY	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-P59696-T200_SALTY	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_133	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	4.65949e-19	190	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-P76155-TFAQ_ECOLI	1.31748e-19	191	204	0.674452	138	157	36	0.769608	0.176471
group_133	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-Q1CC63-YUBL_YERPN	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_133	sp-Q1RK58-PLD_RICBR	4.74936e-19	191	204	0.679739	139	157	34	0.769608	0.166667
group_133	sp-Q45618-TRA6_GEOSE	7.02367e-24	195	204	0.669166	137	157	38	0.769608	0.186275
group_133	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	7.02367e-24	195	204	0.669166	137	157	38	0.769608	0.186275
group_133	sp-Q47688-YKFC_ECOLI	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-Q52563-STBA_PSEUB	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-Q9S4X1-YUBE_ECOLI	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-Q9S4X2-YUBD_ECOLI	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_133	sp-Q9ZGR8-YUBM_ECO57	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_134	group_139	1.76068e-13	174	204	0.619377	126	56	156	0.27451	0.764706
group_134	group_144	1.76068e-13	174	204	0.619377	126	56	156	0.27451	0.764706
group_134	group_147	5.37931e-11	171	204	0.630431	129	56	161	0.27451	0.789216
group_134	group_149	6.4783e-08	154	204	0.575163	117	56	136	0.27451	0.666667
group_134	group_154	1.70849e-07	152	204	0.570742	116	56	134	0.27451	0.656863
group_134	group_25	1.07137e-16	182	204	0.637063	130	56	164	0.27451	0.803922
group_134	group_26	1.33863e-17	183	204	0.634852	130	56	163	0.27451	0.79902
group_134	group_291	2.88621e-13	170	204	0.59727	122	56	146	0.27451	0.715686
group_134	group_312	2.99264e-16	181	204	0.634852	130	56	163	0.27451	0.79902
group_134	group_39	3.9818e-18	185	204	0.643695	131	56	167	0.27451	0.818627
group_134	group_45	1.76068e-13	174	204	0.619377	126	56	156	0.27451	0.764706
group_134	group_49	3.19837e-10	161	204	0.581795	119	56	139	0.27451	0.681373
group_134	group_52	8.28982e-09	130	204	0.438101	89	56	74	0.27451	0.362745
group_134	group_57	3.9818e-18	185	204	0.643695	131	56	167	0.27451	0.818627
group_134	group_61	4.8007e-08	126	204	0.429258	88	56	70	0.27451	0.343137
group_134	group_72	2.22137e-13	168	204	0.584006	119	56	140	0.27451	0.686275
group_134	group_75	2.76555e-10	156	204	0.553057	113	56	126	0.27451	0.617647
group_134	group_77	2.99264e-16	181	204	0.634852	130	56	163	0.27451	0.79902
group_134	group_8	1.02037e-10	155	204	0.542003	111	56	121	0.27451	0.593137
group_134	group_83	2.99264e-16	181	204	0.634852	130	56	163	0.27451	0.79902
group_134	group_99	2.08305e-07	140	204	0.508843	104	56	106	0.27451	0.519608
group_134	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	1.76068e-13	174	204	0.619377	126	56	156	0.27451	0.764706
group_134	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	1.01613e-10	159	204	0.56411	115	56	131	0.27451	0.642157
group_134	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	3.093e-14	167	204	0.568531	116	56	133	0.27451	0.651961
group_134	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.01462e-12	157	204	0.528739	108	56	115	0.27451	0.563725
group_134	sp-Q8DKG1-COAE_THEEB	1.76068e-13	174	204	0.619377	126	56	156	0.27451	0.764706
group_134	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	7.65238e-14	175	204	0.621588	127	56	157	0.27451	0.769608
group_136	group_51	5.34474e-08	191	204	0.801711	164	16	175	0.0784314	0.857843
group_137	group_52	3.68853e-07	124	204	0.432718	88	52	74	0.254902	0.362745
group_99	sp-C0SP84-YTLA_BACSU	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-O82898-YUBF_ECO57	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	7.85683e-08	142	204	0.512687	105	106	36	0.519608	0.176471
group_99	sp-P07620-PARA_ECOLX	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-P0A248-VIRB_SHISO	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-P15026-ISTB_PSEAI	1.44898e-08	144	204	0.512303	105	106	38	0.519608	0.186275
group_99	sp-P23832-SAMB_SALTM	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-P26926-CAF1M_YERPE	7.85683e-08	142	204	0.512687	105	106	36	0.519608	0.176471
group_99	sp-P26948-CAF1_YERPE	7.85683e-08	142	204	0.512687	105	106	36	0.519608	0.176471
group_99	sp-P26949-CAF1A_YERPE	7.85683e-08	142	204	0.512687	105	106	36	0.519608	0.176471
group_99	sp-P26950-CAF1R_YERPE	7.85683e-08	142	204	0.512687	105	106	36	0.519608	0.176471
group_99	sp-P37415-YTL2_SALTY	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-P59696-T200_SALTY	7.85683e-08	142	204	0.512687	105	106	36	0.519608	0.176471
group_99	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.66642e-07	141	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-P76155-TFAQ_ECOLI	7.85683e-08	142	204	0.512687	105	106	36	0.519608	0.176471
group_99	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-Q1CC63-YUBL_YERPN	7.85683e-08	142	204	0.512687	105	106	36	0.519608	0.176471
group_99	sp-Q1RK58-PLD_RICBR	3.87053e-07	140	204	0.513072	105	106	34	0.519608	0.166667
group_99	sp-Q45618-TRA6_GEOSE	1.44898e-08	144	204	0.512303	105	106	38	0.519608	0.186275
group_99	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	1.44898e-08	144	204	0.512303	105	106	38	0.519608	0.186275
group_99	sp-Q47688-YKFC_ECOLI	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-Q52563-STBA_PSEUB	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-Q9S4X1-YUBE_ECOLI	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-Q9S4X2-YUBD_ECOLI	3.41519e-08	143	204	0.512495	105	106	37	0.519608	0.181373
group_99	sp-Q9ZGR8-YUBM_ECO57	7.85683e-08	142	204	0.512687	105	106	36	0.519608	0.176471
group_139	group_178	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_188	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_191	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_198	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_208	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_226	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_234	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_139	group_24	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_241	4.10194e-19	190	204	0.67128	137	156	36	0.764706	0.176471
group_139	group_263	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_274	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_139	group_285	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_349	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_38	2.93861e-11	171	204	0.627163	128	156	53	0.764706	0.259804
sp-C0SP84-YTLA_BACSU	sp-P0A9K1-PHOH_ECOLI	1.44363e-12	167	204	0.587466	120	37	130	0.181373	0.637255
group_139	group_397	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
sp-C0SP84-YTLA_BACSU	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
group_139	group_410	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_447	4.10194e-19	190	204	0.67128	137	156	36	0.764706	0.176471
sp-C0SP84-YTLA_BACSU	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	1.57796e-10	167	204	0.612457	125	37	138	0.181373	0.676471
sp-C0SP84-YTLA_BACSU	sp-P43755-RIR2_HAEIN	2.57371e-10	166	204	0.609333	124	37	137	0.181373	0.671569
group_139	group_523	1.14445e-19	191	204	0.673875	137	156	35	0.764706	0.171569
sp-C0SP84-YTLA_BACSU	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	8.31917e-13	168	204	0.59059	120	37	131	0.181373	0.642157
group_139	group_549	4.10194e-19	190	204	0.67128	137	156	36	0.764706	0.176471
sp-C0SP84-YTLA_BACSU	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	2.64472e-13	170	204	0.596838	122	37	133	0.181373	0.651961
group_139	group_566	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_59	1.11529e-08	157	204	0.58045	118	156	71	0.764706	0.348039
group_139	group_6	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_607	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_608	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
sp-C0SP84-YTLA_BACSU	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.40335e-09	152	204	0.540609	110	37	115	0.181373	0.563725
sp-C0SP84-YTLA_BACSU	sp-Q8DKG1-COAE_THEEB	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
sp-C0SP84-YTLA_BACSU	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.36056e-22	194	204	0.671809	137	37	157	0.181373	0.769608
group_139	group_82	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	group_85	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-C0SP84-YTLA_BACSU	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-O82898-YUBF_ECO57	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_139	sp-P07620-PARA_ECOLX	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-P0A248-VIRB_SHISO	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-P15026-ISTB_PSEAI	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
group_139	sp-P23832-SAMB_SALTM	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-P26926-CAF1M_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_139	sp-P26948-CAF1_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_139	sp-P26949-CAF1A_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_139	sp-P26950-CAF1R_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_139	sp-P37415-YTL2_SALTY	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-P59696-T200_SALTY	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_139	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.3923e-18	189	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-P76155-TFAQ_ECOLI	4.10194e-19	190	204	0.67128	137	156	36	0.764706	0.176471
group_139	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-Q1CC63-YUBL_YERPN	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_139	sp-Q1RK58-PLD_RICBR	1.42414e-18	190	204	0.676471	138	156	34	0.764706	0.166667
group_139	sp-Q45618-TRA6_GEOSE	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
group_139	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
group_139	sp-Q47688-YKFC_ECOLI	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-Q52563-STBA_PSEUB	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-Q9S4X1-YUBE_ECOLI	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-Q9S4X2-YUBD_ECOLI	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_139	sp-Q9ZGR8-YUBM_ECO57	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
sp-O82898-YUBF_ECO57	sp-P0A9K1-PHOH_ECOLI	1.44363e-12	167	204	0.587466	120	37	130	0.181373	0.637255
sp-O82898-YUBF_ECO57	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
sp-O82898-YUBF_ECO57	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	1.57796e-10	167	204	0.612457	125	37	138	0.181373	0.676471
sp-O82898-YUBF_ECO57	sp-P43755-RIR2_HAEIN	2.57371e-10	166	204	0.609333	124	37	137	0.181373	0.671569
sp-O82898-YUBF_ECO57	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	8.31917e-13	168	204	0.59059	120	37	131	0.181373	0.642157
sp-O82898-YUBF_ECO57	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	2.64472e-13	170	204	0.596838	122	37	133	0.181373	0.651961
sp-O82898-YUBF_ECO57	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.40335e-09	152	204	0.540609	110	37	115	0.181373	0.563725
sp-O82898-YUBF_ECO57	sp-Q8DKG1-COAE_THEEB	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
